"","intercept","exposure","log_scale","param","model"
"401",5.12534728815771,-0.410357716818876,-0.587383104976609,"coef","full"
"402",0.0602936922461942,0.029731410785358,0.0405931087824917,"se","full"
"403",5.12169766725339,-0.407409231821667,-0.591684512670076,"coef","weighted"
"404",0.0564944241670356,0.0267672240408081,0.0387040445489111,"se","weighted"
"405",NA,0.737223190837108,NA,"coef","coxfull"
"406",NA,0.0455891644897947,NA,"se","coxfull"
"407",NA,0.735343962682094,NA,"coef","coxweighted"
"408",NA,0.0595143671956653,NA,"se","coxweighted"
"409",5.06861243428808,-0.372539345485652,-0.626512101224327,"coef","full"
"410",0.0571429260940889,0.0273588857599089,0.0404487891345161,"se","full"
"411",5.05283343209254,-0.376150995187208,-0.631103182579975,"coef","weighted"
"412",0.0586440603710552,0.026328836904406,0.0422859907712929,"se","weighted"
"413",NA,0.697025920819112,NA,"coef","coxfull"
"414",NA,0.0438068789260265,NA,"se","coxfull"
"415",NA,0.706509582810231,NA,"coef","coxweighted"
"416",NA,0.0560897496636614,NA,"se","coxweighted"
"417",5.05716633190857,-0.332488331941778,-0.598012738670585,"coef","full"
"418",0.055956429049793,0.0265541047097979,0.0397191713196529,"se","full"
"419",5.03546975190761,-0.342601388715965,-0.615842164873181,"coef","weighted"
"420",0.0529723743346311,0.0241776960352554,0.0388376445848841,"se","weighted"
"421",NA,0.603680740317045,NA,"coef","coxfull"
"422",NA,0.0425951082900882,NA,"se","coxfull"
"423",NA,0.63371377248633,NA,"coef","coxweighted"
"424",NA,0.055259125194334,NA,"se","coxweighted"
"425",5.07019978838385,-0.361904740391818,-0.655684589629147,"coef","full"
"426",0.0581371750399232,0.0273022836799695,0.0412912873714913,"se","full"
"427",5.05284544959088,-0.368799689897518,-0.667033629789789,"coef","weighted"
"428",0.0554829360695614,0.0263254978241804,0.0400448730866683,"se","weighted"
"429",NA,0.696548925780018,NA,"coef","coxfull"
"430",NA,0.0451423937277089,NA,"se","coxfull"
"431",NA,0.717256787544456,NA,"coef","coxweighted"
"432",NA,0.0596951773759648,NA,"se","coxweighted"
"433",5.03164445767623,-0.351171243047307,-0.647826348178372,"coef","full"
"434",0.0555425985196804,0.0268058062756137,0.0404115713484845,"se","full"
"435",5.03647226422303,-0.350886553949513,-0.647693489982159,"coef","weighted"
"436",0.0538685750062102,0.0242933391396672,0.0393434959587929,"se","weighted"
"437",NA,0.670511426622287,NA,"coef","coxfull"
"438",NA,0.0444578316676865,NA,"se","coxfull"
"439",NA,0.670589635883488,NA,"coef","coxweighted"
"440",NA,0.0573364706495099,NA,"se","coxweighted"
"441",5.06923087747956,-0.373505308514559,-0.599361213509253,"coef","full"
"442",0.0560754631813902,0.0267201275893521,0.039213812903926,"se","full"
"443",5.05084624825656,-0.368260262241762,-0.612496065077801,"coef","weighted"
"444",0.0546484272081441,0.025358255120829,0.0392708382340079,"se","weighted"
"445",NA,0.679302654568426,NA,"coef","coxfull"
"446",NA,0.0419744231797273,NA,"se","coxfull"
"447",NA,0.678505501097278,NA,"coef","coxweighted"
"448",NA,0.0560078037478232,NA,"se","coxweighted"
"449",5.09013993059756,-0.378777490285541,-0.600747945244987,"coef","full"
"450",0.0579526031617933,0.0279512487618411,0.0401154889481813,"se","full"
"451",5.09445967869927,-0.387549205417068,-0.597033684996798,"coef","weighted"
"452",0.0575593703640233,0.0265918394159779,0.0400070598647933,"se","weighted"
"453",NA,0.690987531443922,NA,"coef","coxfull"
"454",NA,0.043844120660365,NA,"se","coxfull"
"455",NA,0.704649146035639,NA,"coef","coxweighted"
"456",NA,0.058645599094139,NA,"se","coxweighted"
"457",5.15063861844748,-0.412830336909367,-0.576413585844401,"coef","full"
"458",0.0612649366330927,0.0294620383580572,0.040339635296631,"se","full"
"459",5.13021236918355,-0.40698447412099,-0.594928766013278,"coef","weighted"
"460",0.0597946849898265,0.0267278434288409,0.040686058312563,"se","weighted"
"461",NA,0.733740391832639,NA,"coef","coxfull"
"462",NA,0.0442862675825813,NA,"se","coxfull"
"463",NA,0.735694422771075,NA,"coef","coxweighted"
"464",NA,0.0574709878124228,NA,"se","coxweighted"
"465",5.1461376067936,-0.451220121331346,-0.592780394793414,"coef","full"
"466",0.0608476073304269,0.0296700477246605,0.040254976973475,"se","full"
"467",5.159357759298,-0.472401888864528,-0.58080843154231,"coef","weighted"
"468",0.0634031681676958,0.0296800041646216,0.0424990055851232,"se","weighted"
"469",NA,0.818135261185107,NA,"coef","coxfull"
"470",NA,0.0440558994098815,NA,"se","coxfull"
"471",NA,0.845853773239404,NA,"coef","coxweighted"
"472",NA,0.0594620143536474,NA,"se","coxweighted"
"473",5.18914182250721,-0.409354719922635,-0.54069023163643,"coef","full"
"474",0.0627827261603246,0.0300497089758911,0.0402734432733035,"se","full"
"475",5.19828939016829,-0.40806153735628,-0.537509941290594,"coef","weighted"
"476",0.0609084881695852,0.0287394031815186,0.0388395196866646,"se","weighted"
"477",NA,0.702349055493591,NA,"coef","coxfull"
"478",NA,0.0441460200083866,NA,"se","coxfull"
"479",NA,0.698312602956296,NA,"coef","coxweighted"
"480",NA,0.0596566255139753,NA,"se","coxweighted"
"481",5.20713642100903,-0.397887911472951,-0.53891846304976,"coef","full"
"482",0.0648607728621031,0.0302742270661604,0.0412805487193642,"se","full"
"483",5.2209781282164,-0.417887627876258,-0.531479109474159,"coef","weighted"
"484",0.0602232195075746,0.0275758141964821,0.0383604793390468,"se","weighted"
"485",NA,0.68005171690608,NA,"coef","coxfull"
"486",NA,0.0444098831313131,NA,"se","coxfull"
"487",NA,0.709076705111636,NA,"coef","coxweighted"
"488",NA,0.0589626545462374,NA,"se","coxweighted"
"489",5.1072638206472,-0.363831092300782,-0.568710663245579,"coef","full"
"490",0.0582256616782654,0.0278207680692356,0.0396853827867311,"se","full"
"491",5.11414256841172,-0.355987626471823,-0.558290870436237,"coef","weighted"
"492",0.0556025886164811,0.024876962323722,0.0378554995836723,"se","weighted"
"493",NA,0.641718988417965,NA,"coef","coxfull"
"494",NA,0.0427636148487628,NA,"se","coxfull"
"495",NA,0.620680698285929,NA,"coef","coxweighted"
"496",NA,0.0580835362786204,NA,"se","coxweighted"
"497",5.02927085615181,-0.338619791987949,-0.668007661399588,"coef","full"
"498",0.0558755204219755,0.0266289222296655,0.0409621418687006,"se","full"
"499",5.03248716005359,-0.34979124578177,-0.663632915387586,"coef","weighted"
"500",0.0531705798067259,0.02479750234601,0.0399154918776859,"se","weighted"
"501",NA,0.660529457076865,NA,"coef","coxfull"
"502",NA,0.0452875791032276,NA,"se","coxfull"
"503",NA,0.679121361038,NA,"coef","coxweighted"
"504",NA,0.0575156033562071,NA,"se","coxweighted"
"505",5.16792284346968,-0.431003154252503,-0.545112043773347,"coef","full"
"506",0.0613596741044619,0.0294237844395185,0.0398455513580777,"se","full"
"507",5.16018460548674,-0.45636994477242,-0.545759925880187,"coef","weighted"
"508",0.0604637520368155,0.0273245369312363,0.0407231035177822,"se","weighted"
"509",NA,0.744013658509949,NA,"coef","coxfull"
"510",NA,0.0424553685077013,NA,"se","coxfull"
"511",NA,0.789540197660574,NA,"coef","coxweighted"
"512",NA,0.0548742066534599,NA,"se","coxweighted"
"513",5.07059757624663,-0.368097198113564,-0.610874657405036,"coef","full"
"514",0.0569403904297194,0.0273726279751104,0.0399842931031276,"se","full"
"515",5.08036089499308,-0.380301189646073,-0.616157580500377,"coef","weighted"
"516",0.0558292664400859,0.0278883114298321,0.0390072300186683,"se","weighted"
"517",NA,0.67730734671034,NA,"coef","coxfull"
"518",NA,0.0435662305223238,NA,"se","coxfull"
"519",NA,0.702957968317373,NA,"coef","coxweighted"
"520",NA,0.0594259122362388,NA,"se","coxweighted"
"521",5.06433742490537,-0.391835610978504,-0.614890805341635,"coef","full"
"522",0.0556375028111423,0.0271407357749901,0.0391251640112538,"se","full"
"523",5.04348100434393,-0.386027913664269,-0.621041155468784,"coef","weighted"
"524",0.0539871366807097,0.0230665956402713,0.0395709514662165,"se","weighted"
"525",NA,0.72458093500396,NA,"coef","coxfull"
"526",NA,0.0424474686316421,NA,"se","coxfull"
"527",NA,0.718631188049901,NA,"coef","coxweighted"
"528",NA,0.0600323673991505,NA,"se","coxweighted"
"529",5.03681006767615,-0.366087780895381,-0.645311317828728,"coef","full"
"530",0.055264197338375,0.0262108660974662,0.0398955513552684,"se","full"
"531",5.03719661286215,-0.356433866646148,-0.652506669310303,"coef","weighted"
"532",0.0587569237270308,0.0256041441487588,0.0435790121488561,"se","weighted"
"533",NA,0.698736038922524,NA,"coef","coxfull"
"534",NA,0.0424755958673219,NA,"se","coxfull"
"535",NA,0.685583651886908,NA,"coef","coxweighted"
"536",NA,0.0573271739106064,NA,"se","coxweighted"
"537",5.18503295007412,-0.408242108747189,-0.52502027143784,"coef","full"
"538",0.0619540139704666,0.0302518381339748,0.0396495566392268,"se","full"
"539",5.20850446656174,-0.436818473296876,-0.520997939772886,"coef","weighted"
"540",0.0627567834687181,0.0308333934291089,0.0397072290867974,"se","weighted"
"541",NA,0.69038898563877,NA,"coef","coxfull"
"542",NA,0.0440892393841371,NA,"se","coxfull"
"543",NA,0.735993371045618,NA,"coef","coxweighted"
"544",NA,0.0600964392057231,NA,"se","coxweighted"
"545",5.1709885783593,-0.391734098989353,-0.511998547073002,"coef","full"
"546",0.0607641186193541,0.0288798006880113,0.0391892574013365,"se","full"
"547",5.1621574329049,-0.367069647934128,-0.512287874198507,"coef","weighted"
"548",0.0628843361508434,0.0268165672140506,0.0422687629826699,"se","weighted"
"549",NA,0.655605981109341,NA,"coef","coxfull"
"550",NA,0.0415479139894654,NA,"se","coxfull"
"551",NA,0.614283668027935,NA,"coef","coxweighted"
"552",NA,0.054254377896986,NA,"se","coxweighted"
"553",5.1725968613307,-0.400340366150596,-0.552956161198096,"coef","full"
"554",0.0620739497433989,0.0286004443810432,0.0402869708432377,"se","full"
"555",5.16606861971135,-0.379723436284994,-0.55545956066459,"coef","weighted"
"556",0.0656736894146996,0.0265690775403556,0.044187681436336,"se","weighted"
"557",NA,0.697098924256247,NA,"coef","coxfull"
"558",NA,0.0422829383393384,NA,"se","coxfull"
"559",NA,0.663231068081091,NA,"coef","coxweighted"
"560",NA,0.0552278862795632,NA,"se","coxweighted"
"561",5.21685126620096,-0.456784115436664,-0.553160059295375,"coef","full"
"562",0.0654060966424832,0.0316660768437845,0.0411967269019134,"se","full"
"563",5.22461717645028,-0.47671640147832,-0.546771318958158,"coef","weighted"
"564",0.067998984244856,0.0313644550090418,0.0432226830845365,"se","weighted"
"565",NA,0.795177020877811,NA,"coef","coxfull"
"566",NA,0.0456521648183477,NA,"se","coxfull"
"567",NA,0.823425732471551,NA,"coef","coxweighted"
"568",NA,0.0666019248441187,NA,"se","coxweighted"
"569",5.05722094043793,-0.38989630616919,-0.620581504151377,"coef","full"
"570",0.0555241188507874,0.0266815790961823,0.0393249368493053,"se","full"
"571",5.04592059305109,-0.404679435833612,-0.631775590152453,"coef","weighted"
"572",0.0489330811580206,0.0218364492350211,0.0357136973192013,"se","weighted"
"573",NA,0.7230879334613,NA,"coef","coxfull"
"574",NA,0.0418072287266709,NA,"se","coxfull"
"575",NA,0.758708194106378,NA,"coef","coxweighted"
"576",NA,0.0551637137017922,NA,"se","coxweighted"
"577",5.10164433970523,-0.38248851620675,-0.583022198199605,"coef","full"
"578",0.0585114141941479,0.0274884600176539,0.0400015561606464,"se","full"
"579",5.08688531338897,-0.367272752385484,-0.584102682465469,"coef","weighted"
"580",0.0569045649535144,0.023953619404557,0.0404529319957802,"se","weighted"
"581",NA,0.684410859960684,NA,"coef","coxfull"
"582",NA,0.042028686326057,NA,"se","coxfull"
"583",NA,0.6573441035318,NA,"coef","coxweighted"
"584",NA,0.0565892707437581,NA,"se","coxweighted"
"585",5.09584264540044,-0.382234012913504,-0.581938921709392,"coef","full"
"586",0.0574280784815444,0.0276549175461441,0.0394162767195581,"se","full"
"587",5.08918147333453,-0.401409556718501,-0.585910474344098,"coef","weighted"
"588",0.0568137761230849,0.026710610639769,0.0397486365766965,"se","weighted"
"589",NA,0.684829981783322,NA,"coef","coxfull"
"590",NA,0.0427453904633218,NA,"se","coxfull"
"591",NA,0.722882887640975,NA,"coef","coxweighted"
"592",NA,0.0567883741611091,NA,"se","coxweighted"
"593",5.04267044793703,-0.347315289447963,-0.614095793786288,"coef","full"
"594",0.0548540588215875,0.026388525099907,0.0394433247482163,"se","full"
"595",5.05676719551176,-0.38370171212109,-0.603481713320046,"coef","weighted"
"596",0.0516069327989135,0.0249055336784406,0.0372929688773775,"se","weighted"
"597",NA,0.640240871651439,NA,"coef","coxfull"
"598",NA,0.0425724843929661,NA,"se","coxfull"
"599",NA,0.701042585934643,NA,"coef","coxweighted"
"600",NA,0.060858076678978,NA,"se","coxweighted"
"601",5.12445126806492,-0.367741935905764,-0.545614574657174,"coef","full"
"602",0.0590674682198801,0.0279839934542269,0.0396217416001112,"se","full"
"603",5.12835980657007,-0.36692428145719,-0.538693637515529,"coef","weighted"
"604",0.0566328965408167,0.0270745533462319,0.0373931669724293,"se","weighted"
"605",NA,0.633895838817226,NA,"coef","coxfull"
"606",NA,0.0419075680885164,NA,"se","coxfull"
"607",NA,0.628758142148524,NA,"coef","coxweighted"
"608",NA,0.0552208554458851,NA,"se","coxweighted"
"609",5.169558000249,-0.405410659003086,-0.575194776481093,"coef","full"
"610",0.0636346076088597,0.0305375506170649,0.0416904202903317,"se","full"
"611",5.16757122365238,-0.389577558550211,-0.576683693123458,"coef","weighted"
"612",0.0614832345689911,0.0261920215676652,0.0407133175187205,"se","weighted"
"613",NA,0.720078926401236,NA,"coef","coxfull"
"614",NA,0.0461194907851396,NA,"se","coxfull"
"615",NA,0.692989095188296,NA,"coef","coxweighted"
"616",NA,0.0609365103009903,NA,"se","coxweighted"
"617",5.14096910474587,-0.411258251844064,-0.604252630837292,"coef","full"
"618",0.0617494136547515,0.029266994055827,0.041211873725693,"se","full"
"619",5.11709841222266,-0.442565735114116,-0.613395520187016,"coef","weighted"
"620",0.0599168456814566,0.0279537340538298,0.0411981330060299,"se","weighted"
"621",NA,0.752734257510348,NA,"coef","coxfull"
"622",NA,0.0448484726034217,NA,"se","coxfull"
"623",NA,0.818001647178153,NA,"coef","coxweighted"
"624",NA,0.0599500941622039,NA,"se","coxweighted"
"625",5.05375606998846,-0.365139703156677,-0.613431383914527,"coef","full"
"626",0.0557592749552619,0.0272520939509944,0.0396237239958117,"se","full"
"627",5.06475791104506,-0.359499672737244,-0.604184668277148,"coef","weighted"
"628",0.0531133637860057,0.0251526593845218,0.0375509303583169,"se","weighted"
"629",NA,0.673513273663702,NA,"coef","coxfull"
"630",NA,0.04370734096386,NA,"se","coxfull"
"631",NA,0.656410920375282,NA,"coef","coxweighted"
"632",NA,0.0553261563461628,NA,"se","coxweighted"
"633",5.22179600234682,-0.472088475014572,-0.540695525716929,"coef","full"
"634",0.0647344958191407,0.0316442376855002,0.0404907681514143,"se","full"
"635",5.23400097439896,-0.46764215586801,-0.543093296065834,"coef","weighted"
"636",0.0645248638191288,0.0305426222054653,0.0398464709180294,"se","weighted"
"637",NA,0.809657482006702,NA,"coef","coxfull"
"638",NA,0.0446677676635632,NA,"se","coxfull"
"639",NA,0.804262092575538,NA,"coef","coxweighted"
"640",NA,0.0662693287817408,NA,"se","coxweighted"
"641",5.03166096718902,-0.359725941228274,-0.666049048317394,"coef","full"
"642",0.0556665213768311,0.0272844859693376,0.0404997237747452,"se","full"
"643",5.03338733229642,-0.36074982499295,-0.663575697407846,"coef","weighted"
"644",0.052194156225148,0.0258863818579483,0.0384164974309368,"se","weighted"
"645",NA,0.699740568900349,NA,"coef","coxfull"
"646",NA,0.045898716781097,NA,"se","coxfull"
"647",NA,0.700883307358777,NA,"coef","coxweighted"
"648",NA,0.0602784501511596,NA,"se","coxweighted"
"649",5.17291560859808,-0.391535271055045,-0.542526112736579,"coef","full"
"650",0.0622839786226897,0.0292014502768507,0.0404335734474454,"se","full"
"651",5.17426555197435,-0.429823354722345,-0.540443525721069,"coef","weighted"
"652",0.0608835974751422,0.0279853966571971,0.0406376337998037,"se","weighted"
"653",NA,0.673640024159351,NA,"coef","coxfull"
"654",NA,0.0432482637511244,NA,"se","coxfull"
"655",NA,0.738020399697879,NA,"coef","coxweighted"
"656",NA,0.0576043513956131,NA,"se","coxweighted"
"657",5.11960157480494,-0.338979058132427,-0.577334312796643,"coef","full"
"658",0.0603812956081104,0.027768091134687,0.0411867592336199,"se","full"
"659",5.12922778212308,-0.354124722806162,-0.577900001125576,"coef","weighted"
"660",0.0628914149481736,0.0283047101840859,0.0426066943520852,"se","weighted"
"661",NA,0.603894056191501,NA,"coef","coxfull"
"662",NA,0.0433710416521332,NA,"se","coxfull"
"663",NA,0.63134157159026,NA,"coef","coxweighted"
"664",NA,0.0589884182528798,NA,"se","coxweighted"
"665",5.10618219699284,-0.399389045199844,-0.594102594332482,"coef","full"
"666",0.0588813034218617,0.0284144010197638,0.0402357692590017,"se","full"
"667",5.10150292765446,-0.416957544457454,-0.60272176864566,"coef","weighted"
"668",0.0586607365846403,0.0268606643495352,0.0406822004491751,"se","weighted"
"669",NA,0.723317153291157,NA,"coef","coxfull"
"670",NA,0.0434730088624742,NA,"se","coxfull"
"671",NA,0.762810633763733,NA,"coef","coxweighted"
"672",NA,0.0572516527465567,NA,"se","coxweighted"
"673",5.10450062541674,-0.390960242536205,-0.571117912838566,"coef","full"
"674",0.0576550702526308,0.0277680703733291,0.0391790484020548,"se","full"
"675",5.0864444810679,-0.402931237038669,-0.585907121178187,"coef","weighted"
"676",0.0568024579321697,0.0269780502765525,0.0389407603820172,"se","weighted"
"677",NA,0.691299532780226,NA,"coef","coxfull"
"678",NA,0.0420710745588289,NA,"se","coxfull"
"679",NA,0.723456743910357,NA,"coef","coxweighted"
"680",NA,0.0569771054460926,NA,"se","coxweighted"
"681",5.11234145166395,-0.375051986822305,-0.593877092017733,"coef","full"
"682",0.060053624850381,0.0290833613471038,0.0408973326312241,"se","full"
"683",5.10315361123499,-0.39527519750406,-0.601159437017295,"coef","weighted"
"684",0.0574281440600515,0.0280849693027745,0.0396161138046247,"se","weighted"
"685",NA,0.678823967685721,NA,"coef","coxfull"
"686",NA,0.0456916985554066,NA,"se","coxfull"
"687",NA,0.720365903058748,NA,"coef","coxweighted"
"688",NA,0.0610264516039482,NA,"se","coxweighted"
"689",5.14341237910253,-0.362841029272921,-0.570460432956444,"coef","full"
"690",0.0616094554871089,0.0286731902780358,0.0411766275891438,"se","full"
"691",5.15790973840471,-0.410296611487777,-0.567607663422988,"coef","weighted"
"692",0.0637886851074413,0.0331260456588977,0.0411868751134048,"se","weighted"
"693",NA,0.642206866132031,NA,"coef","coxfull"
"694",NA,0.0441465178052144,NA,"se","coxfull"
"695",NA,0.723651117627426,NA,"coef","coxweighted"
"696",NA,0.0627208485150221,NA,"se","coxweighted"
"697",5.14319654263822,-0.406441992703726,-0.583178728147875,"coef","full"
"698",0.0614520826013136,0.0301068612105587,0.0409147308885426,"se","full"
"699",5.16112463461844,-0.425083386012594,-0.576236432853866,"coef","weighted"
"700",0.064027345368207,0.0310722860345503,0.0427881169623076,"se","weighted"
"701",NA,0.729017719596151,NA,"coef","coxfull"
"702",NA,0.0459497143060157,NA,"se","coxfull"
"703",NA,0.756836202282662,NA,"coef","coxweighted"
"704",NA,0.0616067410729077,NA,"se","coxweighted"
"705",5.16595830224406,-0.412199918081606,-0.575321960997708,"coef","full"
"706",0.062334131747088,0.0299788992157837,0.0406787255931446,"se","full"
"707",5.14462267282241,-0.403064671362157,-0.590379046666627,"coef","weighted"
"708",0.063863861686847,0.0286573988313318,0.043152259084362,"se","weighted"
"709",NA,0.733377532874043,NA,"coef","coxfull"
"710",NA,0.0453303711711671,NA,"se","coxfull"
"711",NA,0.728193210071707,NA,"coef","coxweighted"
"712",NA,0.0587730586320547,NA,"se","coxweighted"
"713",5.12037480702943,-0.406842843582481,-0.59389942094086,"coef","full"
"714",0.0596775184732077,0.029238017849169,0.0403543700434505,"se","full"
"715",5.14432615515771,-0.435491446726975,-0.586187367394347,"coef","weighted"
"716",0.0600790321151867,0.0308833145056366,0.0395134257573286,"se","weighted"
"717",NA,0.736443543063708,NA,"coef","coxfull"
"718",NA,0.0449806904698581,NA,"se","coxfull"
"719",NA,0.781473771249336,NA,"coef","coxweighted"
"720",NA,0.0589989783241787,NA,"se","coxweighted"
"721",5.11213077895882,-0.353932526703585,-0.580267468249347,"coef","full"
"722",0.0593557824986465,0.0281309812776285,0.0405316562768543,"se","full"
"723",5.11572858904059,-0.353147792067723,-0.581176300489622,"coef","weighted"
"724",0.0615845538771427,0.026225561586243,0.0436175344444786,"se","weighted"
"725",NA,0.633350068676955,NA,"coef","coxfull"
"726",NA,0.0440358682528215,NA,"se","coxfull"
"727",NA,0.63291204727306,NA,"coef","coxweighted"
"728",NA,0.0599886698555779,NA,"se","coxweighted"
"729",5.070273024257,-0.358401424169945,-0.607126295578203,"coef","full"
"730",0.0566433848357875,0.0262761577330995,0.0397381159560079,"se","full"
"731",5.07128991261089,-0.363518128430544,-0.606100537254664,"coef","weighted"
"732",0.0545225183539475,0.0244768930950711,0.0386103024055545,"se","weighted"
"733",NA,0.657380545419329,NA,"coef","coxfull"
"734",NA,0.041115811975117,NA,"se","coxfull"
"735",NA,0.666017277318448,NA,"coef","coxweighted"
"736",NA,0.0525065230132131,NA,"se","coxweighted"
"737",4.97487192867351,-0.346085034418088,-0.670261475571705,"coef","full"
"738",0.0517173916399552,0.0252613857666152,0.0392944755572009,"se","full"
"739",4.95941011760005,-0.364424092098202,-0.687289288989422,"coef","weighted"
"740",0.0515044625138746,0.0234807437526831,0.0405932529026478,"se","weighted"
"741",NA,0.677616044593358,NA,"coef","coxfull"
"742",NA,0.0426732709477214,NA,"se","coxfull"
"743",NA,0.727893758577366,NA,"coef","coxweighted"
"744",NA,0.0570744837727771,NA,"se","coxweighted"
"745",5.07512398463626,-0.369644902877936,-0.641007149905476,"coef","full"
"746",0.0582462931293458,0.0278504230590841,0.0410967804709929,"se","full"
"747",5.06399801647396,-0.327202600981147,-0.636468069560335,"coef","weighted"
"748",0.0571926702351583,0.0246310718406544,0.0411208937381612,"se","weighted"
"749",NA,0.701567926963044,NA,"coef","coxfull"
"750",NA,0.0454241902215709,NA,"se","coxfull"
"751",NA,0.618015227293955,NA,"coef","coxweighted"
"752",NA,0.0545128223525574,NA,"se","coxweighted"
"753",5.07241897238443,-0.373235212153565,-0.62423956824512,"coef","full"
"754",0.0573975474781931,0.0274446826281796,0.0403191332912967,"se","full"
"755",5.07416740841787,-0.388026343967846,-0.623285764211061,"coef","weighted"
"756",0.0555749857048039,0.0277881957380193,0.0386104348619203,"se","weighted"
"757",NA,0.696218273734403,NA,"coef","coxfull"
"758",NA,0.043904414344082,NA,"se","coxfull"
"759",NA,0.723030759651724,NA,"coef","coxweighted"
"760",NA,0.058540160674737,NA,"se","coxweighted"
"761",5.18446573004519,-0.403565647907187,-0.541270036940993,"coef","full"
"762",0.0627696417151803,0.0292256365883142,0.0404262323662146,"se","full"
"763",5.19673260828866,-0.408093204384154,-0.530769438236588,"coef","weighted"
"764",0.0619543249493719,0.0266247467225174,0.0407650908327639,"se","weighted"
"765",NA,0.693072838243506,NA,"coef","coxfull"
"766",NA,0.0425634480086458,NA,"se","coxfull"
"767",NA,0.693614464764126,NA,"coef","coxweighted"
"768",NA,0.0548782073651049,NA,"se","coxweighted"
"769",5.00830128275707,-0.326952083097152,-0.618860826552327,"coef","full"
"770",0.052811126564118,0.0254630943198044,0.0388675165150458,"se","full"
"771",4.98837848933874,-0.290384827392286,-0.626433776457433,"coef","weighted"
"772",0.0513717896976233,0.021218987603276,0.0388085429920979,"se","weighted"
"773",NA,0.607163252974822,NA,"coef","coxfull"
"774",NA,0.0416341692266353,NA,"se","coxfull"
"775",NA,0.543931836927854,NA,"coef","coxweighted"
"776",NA,0.0567291930351001,NA,"se","coxweighted"
"777",5.16606927406225,-0.385706771387103,-0.558203151539961,"coef","full"
"778",0.0621906364447511,0.0293337360121148,0.040637252088023,"se","full"
"779",5.16942535199957,-0.372066309752114,-0.555067884111861,"coef","weighted"
"780",0.0641522354302946,0.0271807088021413,0.0424969290623499,"se","weighted"
"781",NA,0.675102382047416,NA,"coef","coxfull"
"782",NA,0.0443606798024591,NA,"se","coxfull"
"783",NA,0.647987569154611,NA,"coef","coxweighted"
"784",NA,0.0567129369363971,NA,"se","coxweighted"
"785",5.09191265947712,-0.356923566861319,-0.582777608162679,"coef","full"
"786",0.0577603847889056,0.0267845894045227,0.0398113442112518,"se","full"
"787",5.08021375991043,-0.32857893259421,-0.597464719881153,"coef","weighted"
"788",0.0574824180114414,0.023960208325898,0.0404242944695019,"se","weighted"
"789",NA,0.640246433108755,NA,"coef","coxfull"
"790",NA,0.041626607429226,NA,"se","coxfull"
"791",NA,0.599082596062018,NA,"coef","coxweighted"
"792",NA,0.0525025907518671,NA,"se","coxweighted"
"793",5.13216851268015,-0.387385556676873,-0.607376181145987,"coef","full"
"794",0.0613762355988482,0.0284358368765645,0.041549841423353,"se","full"
"795",5.14572212427358,-0.361721905374174,-0.598992358992966,"coef","weighted"
"796",0.0596464661854056,0.0253441395730762,0.040643333184383,"se","weighted"
"797",NA,0.710249348184997,NA,"coef","coxfull"
"798",NA,0.0442123356368368,NA,"se","coxfull"
"799",NA,0.657910323652896,NA,"coef","coxweighted"
"800",NA,0.0607102525021188,NA,"se","coxweighted"
